ID,Name,Address,Longitude,Latitude,Url,Photos,Description,Review_count,Zip_code,Search_category,
n8bH3OkhFYB_FK-7W-mgVQ,Restore Your Floor Hardwood Flooring,Long Beach CA US 90853,-118.13,33.76,https://www.yelp.com/biz/restore-your-floor-hardwood-flooring-long-beach?adjust_creative=_F6hesjEMXLiyCFcp6yfMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=_F6hesjEMXLiyCFcp6yfMw,https://s3-media3.fl.yelpcdn.com/bphoto/dmSSPgYXVMX8fFLEEzxpPw/o.jpg,Flooring flooring Refinishing Services refinishing,85,90853,Other,
8tbNVxkMLeJ8V8VZEx5IAg,Crocodile Window Cleaning,Long Beach CA US 90853,-118.1314697,33.75899124,https://www.yelp.com/biz/crocodile-window-cleaning-long-beach?adjust_creative=_F6hesjEMXLiyCFcp6yfMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=_F6hesjEMXLiyCFcp6yfMw,https://s3-media3.fl.yelpcdn.com/bphoto/W9iLzvsnUzoidEuIHFm9Jw/o.jpg,Window Washing windowwashing Pressure Washers pressurewashers Gutter Services gutterservices,13,90853,Other,
ojpuvoovjUUZXVpn7gTWEA,Take Pride Landscapes,Long Beach CA US 90853,-118.13629,33.76074,https://www.yelp.com/biz/take-pride-landscapes-long-beach?adjust_creative=_F6hesjEMXLiyCFcp6yfMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=_F6hesjEMXLiyCFcp6yfMw,https://s3-media3.fl.yelpcdn.com/bphoto/y8V972rtzzm9wwOqw0b17w/o.jpg,Landscaping landscaping Gardeners gardeners,21,90853,Other,
BMPOAzgtZKudZ7btqn1VoQ,Bresson Photo Booths,Long Beach CA US 90853,-118.1314697,33.75899124,https://www.yelp.com/biz/bresson-photo-booths-long-beach?adjust_creative=5MSb7kUG2_VoAWp5ngoEAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=5MSb7kUG2_VoAWp5ngoEAg,https://s3-media4.fl.yelpcdn.com/bphoto/UD2APtpIIzvKlH9HXMYy7Q/o.jpg,Party Supplies partysupplies Photographers photographers,7,90853,Entertainment,
qCpD6N3_TCNMTguPTSlO3A,Caribe Steel Band,Long Beach CA US 90853,-118.1314697,33.75899124,https://www.yelp.com/biz/caribe-steel-band-long-beach?adjust_creative=5MSb7kUG2_VoAWp5ngoEAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=5MSb7kUG2_VoAWp5ngoEAg,https://s3-media2.fl.yelpcdn.com/bphoto/yhL1Ar72eFhxmPHONBwjbA/o.jpg,Performing Arts theater,2,90853,Entertainment,
vdzDuvmujeMASY5hf4fBqQ,Susan Slade Photography,Long Beach CA US 90853,-118.1338838,33.7598662,https://www.yelp.com/biz/susan-slade-photography-long-beach?adjust_creative=QTcAzZL07l_8n_E2GUsQ0w&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=QTcAzZL07l_8n_E2GUsQ0w,https://s3-media1.fl.yelpcdn.com/bphoto/878WEeyWIbi4QfZRuA31hw/o.jpg,Event Photography eventphotography Session Photography sessionphotography,3,90853,Arts,
iPId94BWyAQLokpdHTlgag,Donald B. Lane Interiors,Long Beach CA US 90853,-118.1314697,33.75899124,https://www.yelp.com/biz/donald-b-lane-interiors-long-beach?adjust_creative=QTcAzZL07l_8n_E2GUsQ0w&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=QTcAzZL07l_8n_E2GUsQ0w,https://s3-media4.fl.yelpcdn.com/bphoto/jZrY4r7IFhTGiLEVv2azTg/o.jpg,Interior Design interiordesign,1,90853,Other,
4-dF4zTkWUOHtQupN4c4Ag,Majestic DJs & Photobooths,822 Willow Long Beach CA US 90850,-118.1820328,33.80408631,https://www.yelp.com/biz/majestic-djs-and-photobooths-long-beach-4?adjust_creative=5MSb7kUG2_VoAWp5ngoEAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=5MSb7kUG2_VoAWp5ngoEAg,https://s3-media1.fl.yelpcdn.com/bphoto/cKZBFHlY-C48EgUguwIC9Q/o.jpg,DJs djs Photo Booth Rentals photoboothrentals,3,90850,Entertainment,
aSOkYhhiNx1YNikZC7Nbyw,Bottlecraft,4150 McGowen St long Beach CA US 90846,-118.1450526,33.82908532,https://www.yelp.com/biz/bottlecraft-long-beach?adjust_creative=IjEePJ2K74Gkvlpvvthzaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=IjEePJ2K74Gkvlpvvthzaw,https://s3-media4.fl.yelpcdn.com/bphoto/KGFEIibrn3Gkjvwr3BErHA/o.jpg,Beer Bar beerbar,56,90846,Nightlife,
3_Em74Ug0q-lpIFFnime5g,Jay Bird's Chicken,4150 McGowen St Long Beach CA US 90846,-118.145023,33.8291302,https://www.yelp.com/biz/jay-birds-chicken-long-beach-2?adjust_creative=TMt4NfReId8mVEAce8X_4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=TMt4NfReId8mVEAce8X_4Q,https://s3-media3.fl.yelpcdn.com/bphoto/V-E0XUFD0RtiWD1wiKlhhA/o.jpg,Chicken Shop chickenshop,305,90846,Food,
ZwC2s5x7RJdUxTpp6eWrbQ,MOD Pizza,3861 Lakewood Blvd Long Beach CA US 90846,-118.1430712,33.83008939,https://www.yelp.com/biz/mod-pizza-long-beach-3?adjust_creative=TMt4NfReId8mVEAce8X_4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=TMt4NfReId8mVEAce8X_4Q,https://s3-media2.fl.yelpcdn.com/bphoto/OkmKLaPz95JV2AgULnIHUQ/o.jpg,Pizza pizza Fast Food hotdogs,128,90846,Food,
