Url,ID,Review_count
https://www.yelp.com/biz/ascari-ristorante-long-beach?adjust_creative=JB5YkPgWlmsP__VnMxW7hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=JB5YkPgWlmsP__VnMxW7hg,L9587p0LpPSIiRtoQgiEDw,14
https://www.yelp.com/biz/hilton-long-beach-long-beach-2?adjust_creative=JB5YkPgWlmsP__VnMxW7hg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=JB5YkPgWlmsP__VnMxW7hg,s9u8Fc0C4uR66dNcCkBEbA,381
https://www.yelp.com/biz/cannatech-network-long-beach?adjust_creative=BQqOF4fD7t6vu_weynBLCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=BQqOF4fD7t6vu_weynBLCw,_pd5TD1WOSwYRoSSEq60VQ,11
https://www.yelp.com/biz/hilton-long-beach-bar-long-beach?adjust_creative=IjEePJ2K74Gkvlpvvthzaw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=IjEePJ2K74Gkvlpvvthzaw,vS1lRrnvfzrwlYjQRPHZng,16
https://www.yelp.com/biz/childtime-of-long-beach-long-beach?adjust_creative=QTcAzZL07l_8n_E2GUsQ0w&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=QTcAzZL07l_8n_E2GUsQ0w,9QaG2UJxuK1mnuisRdWbPQ,21
https://www.yelp.com/biz/raw-inspirations-farmers-market-long-beach-2?adjust_creative=oPcyjzD3VuIBJsF-yEBBSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=oPcyjzD3VuIBJsF-yEBBSw,F55Wpmlvjd8PfVM-caprlw,3
https://www.yelp.com/biz/specialty-coffee-resource-center-long-beach?adjust_creative=oPcyjzD3VuIBJsF-yEBBSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=oPcyjzD3VuIBJsF-yEBBSw,rM--jMIAwYWOZGhzy10nhg,4
https://www.yelp.com/biz/the-cafe-long-beach?adjust_creative=oPcyjzD3VuIBJsF-yEBBSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=oPcyjzD3VuIBJsF-yEBBSw,r_n-dkNtYezgw_kvWVg4TA,7
https://www.yelp.com/biz/fullbloomtea-com-long-beach?adjust_creative=oPcyjzD3VuIBJsF-yEBBSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=oPcyjzD3VuIBJsF-yEBBSw,IjBrpXlrgghU2bGQu7uePA,2
https://www.yelp.com/biz/24-hour-fitness-downtown-long-beach-long-beach?adjust_creative=p3q3Q3Tz8WyU4aCHGUgWag&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=p3q3Q3Tz8WyU4aCHGUgWag,vrLtkOqO6attHioS4bX4kw,77
https://www.yelp.com/biz/va-long-beach-healthcare-system-long-beach-3?adjust_creative=6bwIwdKjwaTPKdmAEs-hRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=6bwIwdKjwaTPKdmAEs-hRg,QE6nzX0OoCn6f5I_UbH0PA,147
