2
3
3
5
1
8
8
5
7
7
9
8
9
8
8
8
6
7
3
10
7
7
8
7
4
3
9
7
8
7
6
6
8
8
8
7
7
7
9
7
9
6
7
9
7
9
8
9
9
3
4
4
2
8
2
7
2
8
4
3
4
6
7
5
3
6
4
5
7
2
6
9
9
7
4
5
9
8
9
9
8
9
9
8
2
9
3
3
3
4
